id,category,name,fosterSpecific,priority,referralTrigger,eligibility,provides,access,phone,location,caveat,sourceUrl,lastVerified,referralStatus,notes,area,areaGroup,focusTags,radiusNote
93,Mentorship / life skills,Congregations for Kids — Mentor Match,Yes,Specialized,A teen currently in foster care needs a committed adult mentor before aging out.,"Youth ages 11–18 currently in foster care through Mecklenburg or Union County; referral generally comes from a social worker, caregiver or GAL.","Long-term relational mentoring, fun and support through the transition toward adulthood.",Use the youth referral process or email mentor@cfknc.org.,704-918-1515,"931 Industrial Dr., Matthews, NC 28105; serves Mecklenburg and Union counties.",Generally not an open adult program after age 18. Use primarily for early transition planning and coordinate mentor roles with FARM127.,https://www.cfknc.org/mentor,2026-08-05,Not contacted,,Matthews / Mecklenburg-Union,Surrounding communities,Mentorship; Soft skills / life skills; Community / belonging,Located in or serving the requested roughly 30-mile Charlotte search area.
94,Education / employment,City of Charlotte — Job & Career Readiness Training,No,Core,"A young adult needs workplace readiness, communication, emotional intelligence, time management or financial-literacy training.",Charlotte-area youth and young adults; recent JCRT offerings have served ages 16–24. Confirm the current cohort criteria.,"Career-readiness workshops focused on professional identity, communication, emotional intelligence, time management and financial literacy.",Review the Office of Youth Opportunities Youth Development page and apply during an open cohort.,,Charlotte / Mecklenburg County.,Programs are cohort-based and age limits can differ by initiative. Verify that JCRT or an equivalent 16–24 offering is currently open.,https://www.charlottenc.gov/City-Government/Initiatives-and-Involvement/Office-of-Youth-Opportunities/Youth-Development,2026-08-05,Not contacted,,Charlotte / Mecklenburg,Charlotte / Mecklenburg,Soft skills / life skills; Employment / workforce; Education; Financial capability,Located in or serving the requested roughly 30-mile Charlotte search area.
95,Mentorship / life skills,Step Up to Leadership,No,Specialized,"A young person or college student wants leadership coaching, peer development and service experience.","Youth and young adults accepted into a current school-, college- or community-based cohort; eligibility varies by program.","Leadership coaching, social development, peer leadership and community-service opportunities.",Contact the organization for the current program calendar and enrollment process.,980-781-9686,"301 McCullough Dr., Suite 400, Charlotte, NC 28262.",The public site does not present one universal intake path or age range. Confirm the active cohort before referral.,https://www.sutlnc.org/academics,2026-08-05,Not contacted,,Charlotte / Mecklenburg,Charlotte / Mecklenburg,Mentorship; Soft skills / life skills; Education; Community / belonging,Located in or serving the requested roughly 30-mile Charlotte search area.
96,Education / employment,SCORE Charlotte,No,Specialized,A young adult is exploring self-employment or already operating a small business and needs an experienced business mentor.,Aspiring entrepreneurs and small-business owners in the greater Charlotte region.,"Free one-to-one business mentoring, workshops and practical guidance on planning, finance, marketing and operations.",Request a mentor through the SCORE Charlotte page using the participant’s ZIP code.,,"Serves the Charlotte metro, Lake Norman and Carolinas border communities.","SCORE is business mentoring, not general employment case management or start-up funding. A mentor match may take time.",https://www.score.org/nc/charlotte/,2026-08-05,Not contacted,,Greater Charlotte region,Charlotte / Mecklenburg,Mentorship; Soft skills / life skills; Financial capability; Entrepreneurship,Located in or serving the requested roughly 30-mile Charlotte search area.
97,Education / employment,Per Scholas North Carolina,No,Core,"A young adult wants no-cost, intensive technology training plus professional development and career coaching.",North Carolina residents who meet the specific course prerequisites and income requirements; schedules and delivery modes vary.,"No-cost instructor-led technology training, certifications, learner support, financial coaching, career mentorship, resumes and mock interviews.","Review the current North Carolina courses, complete the eligibility form and apply before the cohort deadline.",,Charlotte campus plus virtual North Carolina offerings.,Courses are intensive and cohort-specific. Per Scholas does not generally pay learners to attend; direct support is case-by-case.,https://perscholas.org/locations/northcarolina/,2026-08-05,Not contacted,,Charlotte / North Carolina,Charlotte / Mecklenburg,Mentorship; Soft skills / life skills; Employment / workforce; Education; Financial capability,Located in or serving the requested roughly 30-mile Charlotte search area.
98,Education / employment,Community Culinary School of Charlotte,No,Core,"An adult facing employment barriers wants culinary training, job readiness and placement support.",Adults who meet the school’s current admissions and employment-barrier criteria; interview and commitment requirements apply.,"Culinary instruction, workplace and life skills, mentoring-oriented support, job readiness and employment placement.",Contact the school or submit the student inquiry/application through its official site.,704-375-4500,"9315-D Monroe Rd., Charlotte, NC 28270.","Training is cohort-based and requires consistent participation. Confirm tuition support, schedule and eligibility before referral.",https://communityculinary.org/,2026-08-05,Not contacted,,Charlotte / Mecklenburg,Charlotte / Mecklenburg,Mentorship; Soft skills / life skills; Employment / workforce; Education,Located in or serving the requested roughly 30-mile Charlotte search area.
99,Education / employment,She Built This City — Adult Workforce Development,No,Specialized,"A woman wants a structured pathway into construction, facilities maintenance or the skilled trades.",Adult women meeting the current pre-apprenticeship or apprenticeship criteria; application periods are cohort-based.,"Nine-week construction pre-apprenticeship, industry credentials, technology/customer-service training, employer connections and barrier-removal support.",Review the Adult Workforce Development page and apply during an open cohort.,818-963-5136,"920 Blairhill Rd., Suite B117, Charlotte, NC 28217.","Benefits such as child supervision, meals or equipment have requirements and may vary by cohort.",https://www.shebuiltthiscity.org/adult-workforce-development-1,2026-08-05,Not contacted,,Charlotte / Mecklenburg,Charlotte / Mecklenburg,Soft skills / life skills; Employment / workforce; Education,Located in or serving the requested roughly 30-mile Charlotte search area.
100,Education / employment,Charlotte Area Fund — Workforce Development,No,Core,"A low-income adult needs job readiness, occupational training and success coaching.","Adults meeting Charlotte Area Fund’s current income, service-area and training-program requirements.","Workforce preparation and training pathways such as HVAC, construction, IT and medical-field programs, with whole-family success coaching.",Use the official application page or call for a current program screening.,704-372-3010,"3816 Latrobe Dr., Suite 101, Charlotte, NC 28211.","Training offerings and funding change. Confirm the active course, income documents and attendance requirements.",https://www.charlotteareafund.org/,2026-08-05,Not contacted,,Charlotte / Mecklenburg,Charlotte / Mecklenburg,Soft skills / life skills; Employment / workforce; Education; Financial capability,Located in or serving the requested roughly 30-mile Charlotte search area.
101,Education / employment,ASPIRE Community Capital,No,Specialized,"A young adult wants to start or strengthen a small business and needs coaching, financial education or responsible capital.",Aspiring and existing entrepreneurs in the greater Charlotte area; programs and loans have separate criteria.,"Business coaching, financial literacy, accelerator programming and microloan options for qualifying businesses.",Contact ASPIRE for coaching/program intake before applying for financing.,980-219-7577,"3124 Milton Rd., Suites 301 & 303, Charlotte, NC 28215.",Loans are not grants and are not automatic. Some products require demonstrated business profitability and documentation.,https://www.aspirecommunitycapital.org/microloan,2026-08-05,Not contacted,,Charlotte / Mecklenburg,Charlotte / Mecklenburg,Mentorship; Soft skills / life skills; Financial capability; Entrepreneurship,Located in or serving the requested roughly 30-mile Charlotte search area.
102,Education / employment,Cakeable — Vocational Training,No,Specialized,An adult with an intellectual or developmental disability wants supported vocational training in a real workplace.,Adults living with intellectual or developmental disabilities; application and fit assessment apply.,"Three- to six-month café-based vocational internships, confidence and life-skills development, job placement and long-term employer coaching.",Use the shared Cakeable/ZABS application and request the Cakeable café track.,,"Cakeable Café, Uptown Charlotte.",Cakeable and ZABS Place joined forces in 2026 and use one application. Placement in a specific track depends on fit and capacity.,https://wearecakeable.org/employment/,2026-08-05,Not contacted,,Charlotte / Mecklenburg,Charlotte / Mecklenburg,Mentorship; Soft skills / life skills; Employment / workforce; Disability support,Located in or serving the requested roughly 30-mile Charlotte search area.
103,Education / employment,ZABS Place — Talent-in-Training,No,Specialized,"A young adult with a disability wants individualized work experience, job coaching and a path to competitive employment.",Young adults with disabilities/special talents who complete the application and program fit process.,"Sixty-four hours of individualized training over a four-month trimester, orientation, coaching, graduation and job placement.",Complete the online training application and meet with a ZABS coach.,704-708-5600,"100 N. Trade St. and 119 E. John St., Matthews, NC 28105.","The training itself is described as no-cost, but a nominal application fee may apply; financial assistance may be requested.",https://zabsplace.org/training-application/,2026-08-05,Not contacted,,Matthews / Mecklenburg-Union,Surrounding communities,Mentorship; Soft skills / life skills; Employment / workforce; Disability support,Located in or serving the requested roughly 30-mile Charlotte search area.
104,Education / employment,Project 658,No,Specialized,"An immigrant or refugee young adult or family needs culturally responsive education, vocation, health and community support.",Immigrant and refugee individuals and families; each program has its own schedule and enrollment rules.,"English/education, vocational pathways, health and wellness activities, community connection and small-business support.",Contact Project 658 or attend the relevant program registration listed on its site.,,"3646 Central Ave., Charlotte, NC 28205.",Program availability and language-specific offerings change. Verify the exact class or service before referral.,https://project658.com/,2026-08-05,Not contacted,,Charlotte / Mecklenburg,Charlotte / Mecklenburg,Soft skills / life skills; Employment / workforce; Education; Health care; Community / belonging,Located in or serving the requested roughly 30-mile Charlotte search area.
105,Housing / homelessness,The Harvest Center — CLT Passport,No,Specialized,"An adult experiencing situational homelessness needs a long-term, structured residential environment focused on whole-person stability.",Adults accepted through the program’s screening and readiness process; not designed as same-day emergency shelter.,"A 12- to 18-month residential program with accountability, healthy community, spiritual formation, practical life development and occupational/financial growth.",Use the Get Help process and complete the screening for CLT Passport.,704-335-1616,Charlotte; program campus/site details should be confirmed during intake.,"Not an emergency shelter. Admission depends on fit, willingness to participate and residential capacity.",https://theharvestcenter.org/how-we-work/,2026-08-05,Not contacted,,Charlotte / Mecklenburg,Charlotte / Mecklenburg,Mentorship; Soft skills / life skills; Employment / workforce; Housing; Financial capability; Community / belonging,Located in or serving the requested roughly 30-mile Charlotte search area.
106,Mentorship / life skills,BraveWorks,No,Specialized,"A woman affected by trauma, exploitation, poverty or major instability needs a supportive community and confidence-building pathway.",Women accepted into BraveWorks’ current artisan/restoration programming; referral and program criteria apply.,"Trauma-informed support, creative and workplace skill-building, mentoring relationships, confidence and community.",Contact BraveWorks to ask about current artisan program enrollment or partner referral.,866-278-6894,"5301 Wilkinson Blvd., Charlotte, NC 28208.","This is a specialized women’s restoration/workforce program, not emergency housing or clinical treatment.",https://www.braveworks.org/,2026-08-05,Not contacted,,Charlotte / Mecklenburg,Charlotte / Mecklenburg,Mentorship; Soft skills / life skills; Employment / workforce; Community / belonging,Located in or serving the requested roughly 30-mile Charlotte search area.
107,Legal / identity / safety,Changed Choices,No,Specialized,"A woman currently or formerly incarcerated needs long-term reentry case management, spiritual support and help rebuilding stability.",Women impacted by incarceration from arrest through reentry; program relationship and individual criteria apply.,"Comprehensive case management, mentoring-oriented spiritual support and reentry assistance.",Contact Changed Choices through its official site or local nonprofit profile and request a program screening.,,Mecklenburg County / Charlotte.,"Public intake details are limited. Confirm current capacity, referral source and service stage before presenting it as available.",https://changedchoices.org/,2026-08-05,Not contacted,,Charlotte / Mecklenburg,Charlotte / Mecklenburg,Mentorship; Soft skills / life skills; Employment / workforce; Legal / safety; Community / belonging,Located in or serving the requested roughly 30-mile Charlotte search area.
108,Mental health / substance use,Charlotte Rescue Mission — Recovery & Life Skills,No,Core,"An adult experiencing addiction and homelessness needs a free, faith-based residential recovery path and structured life rebuilding.",Adults meeting the admissions criteria for Rebound (men) or Dove’s Nest (women); later life-skills programs generally serve program graduates.,"Residential recovery, counseling, spiritual support, financial literacy, education and a structured life-skills/vocational pathway.",Contact Charlotte Rescue Mission admissions and ask for the appropriate gender-specific program.,704-333-4673,"Charlotte; Rebound, Dove’s Nest and Community Matters Café campuses.","Life Skills/Recovery Living are generally later stages after recovery programming, not stand-alone open workforce programs.",https://charlotterescuemission.org/our-work/lifeskills/,2026-08-05,Not contacted,,Charlotte / Mecklenburg,Charlotte / Mecklenburg,Soft skills / life skills; Employment / workforce; Housing; Mental health / recovery; Financial capability; Community / belonging,Located in or serving the requested roughly 30-mile Charlotte search area.
109,Mental health / substance use,Hope Haven,No,Core,An adult or family affected by substance-use disorder needs long-term therapeutic-community recovery and independent-living support.,"Adults and families accepted through clinical/program screening; insurance, funding and residency rules should be confirmed.","Therapeutic-community recovery, counseling, peer support, vocational development, independent-living assistance and housing planning.",Call Hope Haven and request an admissions assessment.,704-372-8809,"3815 N. Tryon St., Charlotte, NC 28206.",This is structured treatment/recovery housing. Level of care and admission must be clinically and programmatically assessed.,https://hopehaveninc.org/,2026-08-05,Not contacted,,Charlotte / Mecklenburg,Charlotte / Mecklenburg,Soft skills / life skills; Employment / workforce; Housing; Mental health / recovery; Community / belonging,Located in or serving the requested roughly 30-mile Charlotte search area.
110,First call / navigation,Ada Jenkins Center,No,Backup,"A northern Mecklenburg resident needs coordinated support with food, economic mobility, financial coaching or other basic needs.",Residents within the center’s current northern Mecklenburg/Lake Norman service area; each service has separate eligibility.,"Integrated crisis assistance, food support, case management, economic-mobility coaching and financial/asset-building help.",Call the center or use its client-services process for screening.,704-896-0471,"212 Gamble St., Davidson, NC 28036.",Service geography matters. Confirm the participant’s ZIP code and the current intake window.,https://www.adajenkins.org/,2026-08-05,Not contacted,,Davidson / North Mecklenburg,Surrounding communities,Soft skills / life skills; Food / essentials; Financial capability; Community / belonging,Located in or serving the requested roughly 30-mile Charlotte search area.
111,First call / navigation,Matthews HELP Center,No,Core,"A resident of southeast Mecklenburg or nearby Union County has a recent crisis affecting rent, utilities, food, clothing, child care or transportation.","Residents of current service-area ZIP codes 28079, 28104, 28105, 28211, 28226 or 28270 who meet crisis and documentation requirements.","Rent, utility and child-care assistance; food, clothing and household support; transportation help; one-to-one budget and resource counseling.",Complete the Client Inquiry Form or call for referral guidance.,704-847-8383,"119 N. Ames St., Matthews, NC 28105.",Funding and eligibility are ZIP-code and crisis-specific. Assistance is not guaranteed.,https://matthewshelpcenter.org/services/,2026-08-05,Not contacted,,Matthews / Mecklenburg-Union,Surrounding communities,Soft skills / life skills; Housing; Food / essentials; Financial capability; Parenting / family; Transportation,Located in or serving the requested roughly 30-mile Charlotte search area.
112,First call / navigation,Common Heart,No,Core,"A Union County resident needs food assistance, benefits navigation or a structured economic-empowerment program.","Union County-area residents; each pantry, benefits or empowerment service has its own eligibility and schedule.","Food pantries, benefits assistance, financial education, Getting Ahead/Staying Ahead groups and success coaching.",Call or use the official Get Help/program pages to find the correct intake path.,704-218-9060,"116 Business Park Dr., Indian Trail, NC 28079; Union County service area.",Class cohorts and pantry schedules change. Confirm residency requirements and enrollment dates.,https://commonheart.org/,2026-08-05,Not contacted,,Indian Trail / Union County,Surrounding communities,Mentorship; Soft skills / life skills; Food / essentials; Financial capability; Community / belonging,Located in or serving the requested roughly 30-mile Charlotte search area.
113,Housing / homelessness,Cooperative Christian Ministry — Housing Program,No,Specialized,"A single mother with children needs transitional housing plus employment, financial and parenting development.","Single women with children who can work or secure employment within 30 days and meet screening, fee, background and program requirements.","Housing, case management, life-skills training, resume/employment assistance, parenting, financial literacy, counseling and wellness support.",Apply through the housing page when applications are open.,704-786-4709,"Concord, NC; main office 246 Country Club Dr. NE, Concord, NC 28025.",The housing program does not maintain a traditional waitlist and may contact past applicants only when space is available.,https://cooperativeministry.com/need-assistance/housing/,2026-08-05,Not contacted,,Concord / Cabarrus County,Surrounding communities,Soft skills / life skills; Employment / workforce; Housing; Financial capability; Parenting / family; Community / belonging,Located in or serving the requested roughly 30-mile Charlotte search area.
114,Housing / homelessness,Hope House Foundation,No,Specialized,A single woman or woman with children experiencing situational homelessness needs transitional housing and support toward self-sufficiency.,"Women accepted through the Huntersville-area program’s screening; confirm household, work and safety criteria.","Congregate transitional housing for up to roughly six months, support services and coaching toward stability and self-sufficiency.",Contact Hope House Foundation and request a housing screening.,704-992-1902,"15604 Northcross Dr., Huntersville, NC 28078.",Small program with limited capacity; not same-day emergency shelter and not designed for every homelessness situation.,https://hopehousefoundation.org/,2026-08-05,Not contacted,,Huntersville / North Mecklenburg,Surrounding communities,Soft skills / life skills; Employment / workforce; Housing; Community / belonging,Located in or serving the requested roughly 30-mile Charlotte search area.
115,Housing / homelessness,Community Shelter of Union County,No,Core,"A Union County adult or family is homeless or needs shelter, rehousing, food and employment support.",People meeting the shelter or rehousing program’s homelessness and Union County-area criteria; program-specific screening applies.,"Emergency shelter, rapid rehousing, food programs, furniture support and an Employment Lab with GED, resume, job-search and career counseling.",Call for shelter/rehousing intake; use the current application or waitlist instructions listed by the program.,704-289-5300,"160 Meadow St., Monroe, NC 28110.",Shelter and housing capacity are limited. Employment Lab access may be tied to shelter/program participation.,https://unionshelter.org/how-we-help/overview.html,2026-08-05,Not contacted,,Monroe / Union County,Surrounding communities,Soft skills / life skills; Employment / workforce; Education; Housing; Food / essentials,Located in or serving the requested roughly 30-mile Charlotte search area.
116,Legal / identity / safety,Turning Point — Union County,No,Core,"A survivor in Union County needs domestic-violence or sexual-assault crisis support, shelter, advocacy or case management.","Survivors of domestic violence, sexual assault or child abuse; program and safety screening apply.","24/7 crisis lines, confidential shelter, counseling, support groups, legal advocacy, transportation coordination, case management and transitional housing for eligible graduates.",Call the domestic-violence or sexual-assault crisis line.,704-283-7233 / 704-283-7770,Monroe / Union County; shelter location is confidential.,Call 911 for immediate danger. Transitional housing is not an open-entry service and depends on program completion and capacity.,https://turningpointnc.org/our-services/,2026-08-05,Not contacted,,Monroe / Union County,Surrounding communities,Soft skills / life skills; Housing; Mental health / recovery; Legal / safety; Parenting / family,Located in or serving the requested roughly 30-mile Charlotte search area.
117,Health care,The Community Free Clinic — Cabarrus County,No,Specialized,"An uninsured Cabarrus County resident needs free primary care, chronic-disease support or medication assistance.",Eligible uninsured Cabarrus County residents who complete annual enrollment.,"Free primary care, chronic-condition management, diagnostics, medication assistance, lifestyle coaching, food pharmacy and coordinated specialty referrals.",Check eligibility and complete the Get Care application.,704-782-0650,"528-A Lake Concord Rd. NE, Concord, NC 28025.",County residency and uninsured status are central eligibility requirements; specialty and dental services depend on capacity.,https://www.communityfreeclinic.org/services,2026-08-05,Not contacted,,Concord / Cabarrus County,Surrounding communities,Soft skills / life skills; Food / essentials; Health care,Located in or serving the requested roughly 30-mile Charlotte search area.
118,Legal / identity / safety,CVAN — Cabarrus Victims Assistance Network,No,Core,"A person in Cabarrus County is experiencing domestic violence and needs confidential crisis help, shelter or advocacy.",Domestic-violence survivors and their children; safety and program screening apply.,"24/7 crisis assistance, shelter, court advocacy, support services and community referrals.",Call the CVAN crisis line.,704-788-1108,Cabarrus County; shelter location is confidential.,Call 911 for immediate danger. Shelter placement is capacity- and safety-dependent.,https://cvan.org/,2026-08-05,Not contacted,,Concord / Cabarrus County,Surrounding communities,Housing; Mental health / recovery; Legal / safety,Located in or serving the requested roughly 30-mile Charlotte search area.
119,Legal / identity / safety,Hope United Survivor Network,No,Core,"A survivor in Gaston County needs coordinated help after domestic violence, sexual assault, child abuse or human trafficking.",Survivors and families served through Gaston County’s family-justice and partner network; service criteria vary.,"Co-located advocacy, safety planning, law-enforcement and legal connections, counseling referrals, shelter linkage and victim support.",Contact Hope United Survivor Network or the appropriate crisis partner; call 911 for immediate danger.,,Gaston County / Gastonia.,Services are coordinated across partner agencies; exact intake and after-hours procedures vary by need.,https://www.gastongov.com/1180/Hope-United-Survivor-Network,2026-08-05,Not contacted,,Gastonia / Gaston County,Surrounding communities,Housing; Mental health / recovery; Legal / safety; Community / belonging,Located in or serving the requested roughly 30-mile Charlotte search area.
120,Housing / homelessness,The Pilgrims' Inn,No,Specialized,A woman with children in the Rock Hill area needs emergency or supportive housing plus family-stability services.,Women and children meeting the South Carolina program’s homelessness and intake criteria.,"Shelter and supportive services for women and children, with case management and connections to longer-term stability resources.",Call The Pilgrims’ Inn and request current shelter or program intake information.,803-327-4227,"Rock Hill, SC; York County service area.","Cross-state eligibility and capacity must be confirmed. This is primarily for women and children, not unaccompanied adult men.",https://www.pilgrimsinn.org/,2026-08-05,Not contacted,,Rock Hill / York County,Surrounding communities,Soft skills / life skills; Housing; Parenting / family; Community / belonging,Located in or serving the requested roughly 30-mile Charlotte search area.
121,Benefits / financial,Freedom Communities,No,Specialized,"A parent living in West Charlotte’s Freedom Drive corridor needs a place-based upward-mobility program connecting housing, work, finances and family stability.","Programs are geographically and household-specific. Moms Moving Forward, for example, has age, ZIP-code, parenting, work, education and lease criteria.","Cohort-based family-stability, employment, financial, education and housing support in the Freedom Drive corridor.",Review the relevant program’s eligibility and contact Freedom Communities before referral.,,"Tuck Opportunity Hub, 3501 Tuckaseegee Rd., Charlotte, NC 28208; Freedom Drive corridor.","Not a general citywide resource. Many programs require corridor residency, parenting status and other specific qualifications.",https://www.freedomcommunities.com/what-we-do,2026-08-05,Not contacted,,West Charlotte / Mecklenburg,Charlotte / Mecklenburg,Soft skills / life skills; Employment / workforce; Housing; Financial capability; Parenting / family; Community / belonging,Located in or serving the requested roughly 30-mile Charlotte search area.
122,Mentorship / life skills,GenOne,No,Specialized,"A first-generation student already in or entering the GenOne pipeline needs long-term college, career and social-emotional support.",The program identifies high-performing rising eighth graders from selected Title I schools and continues supporting enrolled scholars through college and employment.,"College and career advising, mentoring, social-emotional growth, scholarship preparation, internships and college-persistence support.",Review the application process for an eligible rising eighth grader or contact GenOne about support for an existing scholar/alumnus.,,"East Charlotte; program locations include 3800 Shamrock Dr., Charlotte, NC 28215.",Not open-entry for a new 18–24-year-old. It is useful for younger transition planning or young adults already enrolled as GenOne scholars.,https://www.genoneclt.org/mission-vision,2026-08-05,Not contacted,,Charlotte / Mecklenburg,Charlotte / Mecklenburg,Mentorship; Soft skills / life skills; Employment / workforce; Education; Community / belonging,Located in or serving the requested roughly 30-mile Charlotte search area.
123,Mentorship / life skills,Carolina Youth Coalition,No,Specialized,"A high-school student or existing college fellow needs intensive college access, mentoring, leadership and persistence support.","New applicants are generally Charlotte-area students in grades 9–12 meeting academic, first-generation and financial-need priorities; college support continues for enrolled fellows.","One-to-one mentors, college admissions and financial-aid guidance, leadership and self-advocacy development, career exploration and college-persistence support.",Apply during the high-school admissions period or contact the program about an existing fellow.,,East and southwest Charlotte campuses.,Not a general open-entry program for young adults who were not enrolled during high school. College mentoring is primarily for program fellows.,https://www.carolinayouth.org/programs,2026-08-05,Not contacted,,Charlotte / Mecklenburg,Charlotte / Mecklenburg,Mentorship; Soft skills / life skills; Employment / workforce; Education; Financial capability; Community / belonging,Located in or serving the requested roughly 30-mile Charlotte search area.
124,Mentorship / life skills,Right Moves for Youth,No,Specialized,"A middle- or high-school student needs school-based group mentoring, social-emotional learning and graduation support.",Students enrolled in participating Charlotte-Mecklenburg middle and high schools; school/program referral rules apply.,"Group mentoring, social-emotional and life-skills development, academic support and positive-adult relationships.",Ask the student’s school or Right Moves for Youth whether a group is available at that campus.,,Charlotte-Mecklenburg Schools / Charlotte.,"Primarily a school-age prevention program, not a service a new 18–24-year-old can usually enter after leaving high school.",https://rightmovesforyouth.org/,2026-08-05,Not contacted,,Charlotte / Mecklenburg,Charlotte / Mecklenburg,Mentorship; Soft skills / life skills; Education; Community / belonging,Located in or serving the requested roughly 30-mile Charlotte search area.
125,Mentorship / life skills,Do Greater Charlotte — Sparkhouse,No,Specialized,"A teen or emerging young adult wants creative technology, entrepreneurship, mentorship and leadership exposure.",Program ages vary; many current offerings focus on middle/high-school students and young people roughly ages 13–19.,"Creative technology labs, entrepreneurship, career exposure, project-based learning, mentors and community experiences.",Review the current Sparkhouse/program calendar and enrollment age before referring.,,Charlotte locations have included 2400 Greenland Ave. and Uptown programming.,Most programs are youth-focused and may not accept a new participant over 19. Verify the current offering and age range.,https://dogreater.org/,2026-08-05,Not contacted,,Charlotte / Mecklenburg,Charlotte / Mecklenburg,Mentorship; Soft skills / life skills; Employment / workforce; Education; Entrepreneurship; Community / belonging,Located in or serving the requested roughly 30-mile Charlotte search area.
126,Education / employment,Latin American Coalition,No,Core,"A Latino immigrant young adult or family needs bilingual workforce, legal, family-wellness or community support.","Latino immigrant community members; eligibility differs across workforce, legal and family programs.","Bilingual workforce development, job readiness, workers’ rights and immigration legal services, family wellness and community navigation.",Contact the Coalition or select the appropriate program on its website.,,"Charlotte, NC 28205.",Not every service is open at all times; legal and financial assistance have separate intake and eligibility processes.,https://latinamericancoalition.org/,2026-08-05,Not contacted,,Charlotte / Mecklenburg,Charlotte / Mecklenburg,Soft skills / life skills; Employment / workforce; Legal / safety; Community / belonging,Located in or serving the requested roughly 30-mile Charlotte search area.
127,Education / employment,International House,No,Core,"An immigrant or international young adult needs English instruction, tutoring, citizenship education or community integration.","Immigrants and international community members; class levels, schedules and registration requirements vary.","Free adult English classes, tutoring, conversation practice, cultural/community programs and other immigrant-support services.","Review Adult Education registration, complete the placement process and confirm the next session.",704-333-8099,"1611 E. 7th St., Charlotte, NC 28204; additional class sites may be used.",Classes run in sessions and fill. Language instruction supports workforce readiness but is not direct job placement.,https://www.ihclt.org/adult-education,2026-08-05,Not contacted,,Charlotte / Mecklenburg,Charlotte / Mecklenburg,Soft skills / life skills; Employment / workforce; Education; Community / belonging,Located in or serving the requested roughly 30-mile Charlotte search area.
128,Mental health / substance use,The Salvation Army — Charlotte Adult Rehabilitation Center,No,Specialized,A young adult with alcohol or substance-use concerns needs a structured residential recovery environment with work and life-skills development.,"Adults accepted through program intake; confirm the Charlotte center's current age, medical, gender and admission requirements.","Residential housing, faith-based recovery support, work therapy, group and individual counseling, spiritual direction, life-skills development and employment preparation.",Call the Charlotte Adult Rehabilitation Center for an intake screening.,704-332-1171,"1023 Central Ave., Charlotte, NC 28204.",Not emergency detox or hospital-level treatment. Admission is not guaranteed and local restrictions should be confirmed directly.,https://southernusa.salvationarmy.org/arc-south/charlotte,2026-08-05,Not contacted,Added from FARM127 Resource Database 2024; current official program information verified.,Charlotte / Mecklenburg,Charlotte / Mecklenburg,Soft skills / life skills; Employment / workforce; Housing; Mental health / recovery; Faith / spiritual support,Located in Charlotte within the requested roughly 30-mile service area.
129,Food / essentials,Hearts & Hands Food Pantry,No,Core,"A young adult or household needs emergency groceries, hygiene items, baby supplies or pet supplies.",Food pickup is by appointment; first-time visitors should bring photo identification and proof of residence. Delivery has additional eligibility criteria.,"Shelf-stable and perishable groceries, personal-care products, diapers and formula, pet supplies, curbside pickup and limited delivery.",Schedule an appointment through the Get Help page; call or text with questions.,980-292-0357; text 980-292-0010; Spanish 980-292-0387,"4040 Chesapeake Dr., Charlotte, NC 28216.",Service is appointment-based. Delivery is limited to households meeting published criteria; no-show and rescheduling rules apply.,https://www.heartsandhandsfoodpantry.com/get-help,2026-08-05,Not contacted,Added from FARM127 Resource Database 2024; current official service and contact information verified.,Charlotte / Mecklenburg,Charlotte / Mecklenburg,Food / essentials; Parenting support; Community / belonging,Located in Charlotte within the requested roughly 30-mile service area.
130,Food / essentials,Hope Street Food Pantry,No,Backup,A young adult or household needs free groceries through a north Charlotte pantry or mobile distribution.,Community food assistance; follow the current distribution procedures and capacity rules.,Fresh and shelf-stable groceries through the main pantry and mobile distributions at Charlotte Mecklenburg Library locations.,Use the official Get Help page for current distribution locations and times.,704-584-9073,"4100 Johnston Oehler Rd., Charlotte, NC 28269; mobile library distributions also offered.",High demand can cause the parking lot or line to close before the published end time. Dates and mobile locations change.,https://hopestreetfoodpantry.com/get-help/,2026-08-05,Not contacted,Added from FARM127 Resource Database 2024; current official distribution information verified.,Charlotte / Mecklenburg,Charlotte / Mecklenburg,Food / essentials; Community / belonging,Located in Charlotte within the requested roughly 30-mile service area.
131,Food / essentials,The Final Harvest Ministries — Kingdom Kitchen,No,Backup,A young adult needs a free prepared weekday meal near west Charlotte.,People in need of a meal; confirm the current serving schedule before traveling.,"Free weekday sandwiches, fruit and hot meals through a church-based community kitchen.",Visit during the current Kingdom Kitchen serving period or call the ministry to confirm the schedule.,704-817-8585,"1200 Alleghany St., Charlotte, NC 28208.",This is a small church-based meal ministry rather than a comprehensive food-benefits program. Published timing should be confirmed.,https://thefinalharvest.net/kingdom-kitchen,2026-08-05,Not contacted,Added from FARM127 Resource Database 2024; replaced a third-party listing with the ministry's official page.,Charlotte / Mecklenburg,Charlotte / Mecklenburg,Food / essentials; Faith / spiritual support; Community / belonging,Located in Charlotte within the requested roughly 30-mile service area.
